Game Title,Rank,Date,Avg. Players,Peak Players
tModLoader,42,September 2021,11068.81,18529
tModLoader,42,August 2021,13593.08,17246
tModLoader,42,July 2021,12230.06,14981
tModLoader,42,June 2021,12351.75,16789
tModLoader,42,May 2021,11524.62,17199
tModLoader,42,April 2021,10742.85,15859
tModLoader,42,March 2021,11285.74,16252
tModLoader,42,February 2021,13725.88,18770
tModLoader,42,January 2021,11856.29,17776
tModLoader,42,December 2020,9228.20,12807
tModLoader,42,November 2020,8730.23,13341
tModLoader,42,October 2020,7465.01,10971
tModLoader,42,September 2020,7988.80,11794
tModLoader,42,August 2020,9525.56,11590
tModLoader,42,July 2020,8289.97,10029
tModLoader,42,June 2020,11027.53,16042
tModLoader,42,May 2020,11757.59,15991
DayZ,43,Last 30 Days,35140.66,63829
DayZ,43,April 2024,35652.34,63829
DayZ,43,March 2024,38554.18,66944
DayZ,43,February 2024,37102.90,69951
DayZ,43,January 2024,40708.85,73336
DayZ,43,December 2023,37603.58,64044
DayZ,43,November 2023,38113.71,69372
DayZ,43,October 2023,32239.92,58535
DayZ,43,September 2023,30903.86,54453
DayZ,43,August 2023,32244.01,56657
DayZ,43,July 2023,35000.79,58774
DayZ,43,June 2023,33220.35,59394
DayZ,43,May 2023,32346.07,58204
DayZ,43,April 2023,34989.34,59757
DayZ,43,March 2023,33992.39,61054
DayZ,43,February 2023,34062.90,60229
DayZ,43,January 2023,36226.65,63040
DayZ,43,December 2022,30013.83,50730
DayZ,43,November 2022,30488.17,54609
DayZ,43,October 2022,29796.40,57176
DayZ,43,September 2022,28478.60,52106
DayZ,43,August 2022,27814.02,48116
DayZ,43,July 2022,29153.40,47882
DayZ,43,June 2022,28493.83,52546
DayZ,43,May 2022,28893.55,53887
DayZ,43,April 2022,29455.79,58240
DayZ,43,March 2022,25411.39,43824
DayZ,43,February 2022,27436.63,47123
DayZ,43,January 2022,31090.68,52696
DayZ,43,December 2021,25982.52,44592
DayZ,43,November 2021,24475.87,45973
DayZ,43,October 2021,21963.53,39337
DayZ,43,September 2021,20207.77,34974
DayZ,43,August 2021,21483.87,35452
DayZ,43,July 2021,19122.29,32102
DayZ,43,June 2021,19221.30,34348
DayZ,43,May 2021,21313.27,35936
DayZ,43,April 2021,19622.58,34882
DayZ,43,March 2021,20095.31,34161
DayZ,43,February 2021,22224.47,38533
DayZ,43,January 2021,26336.03,45236
DayZ,43,December 2020,22811.98,40337
DayZ,43,November 2020,19362.78,33979
DayZ,43,October 2020,18453.68,30755
DayZ,43,September 2020,19895.67,36728
DayZ,43,August 2020,13979.00,24446
DayZ,43,July 2020,14339.71,23958
DayZ,43,June 2020,13996.88,24136
DayZ,43,May 2020,16328.97,35397
DayZ,43,April 2020,17504.27,28096
DayZ,43,March 2020,15527.42,27255
DayZ,43,February 2020,17739.01,40545
DayZ,43,January 2020,14731.70,25661
DayZ,43,December 2019,12561.04,24254
DayZ,43,November 2019,8966.15,16330
DayZ,43,October 2019,9461.83,18461
DayZ,43,September 2019,8648.24,16901
DayZ,43,August 2019,9836.62,18198
DayZ,43,July 2019,10654.23,18792
DayZ,43,June 2019,8658.30,16789
DayZ,43,May 2019,7394.78,15139
DayZ,43,April 2019,6639.16,13118
DayZ,43,March 2019,5060.83,9641
DayZ,43,February 2019,4862.05,9872
DayZ,43,January 2019,6394.66,13369
DayZ,43,December 2018,7886.47,29324
DayZ,43,November 2018,4404.65,12725
DayZ,43,October 2018,1692.27,3577
DayZ,43,September 2018,1825.15,4460
DayZ,43,August 2018,1596.73,3292
DayZ,43,July 2018,1811.17,3681
DayZ,43,June 2018,2763.77,5752
DayZ,43,May 2018,2232.68,6624
DayZ,43,April 2018,2059.52,4457
DayZ,43,March 2018,2138.04,4291
DayZ,43,February 2018,2160.03,4347
DayZ,43,January 2018,2403.22,4820
DayZ,43,December 2017,2449.99,4733
DayZ,43,November 2017,2338.70,4822
DayZ,43,October 2017,2345.23,4855
DayZ,43,September 2017,2295.32,4763
DayZ,43,August 2017,2609.70,4777
DayZ,43,July 2017,3307.35,6587
DayZ,43,June 2017,4395.29,9354
DayZ,43,May 2017,3162.33,6776
DayZ,43,April 2017,3489.26,7406
DayZ,43,March 2017,4326.40,8933
DayZ,43,February 2017,4661.09,9336
DayZ,43,January 2017,5845.04,12926
DayZ,43,December 2016,5454.18,14238
DayZ,43,November 2016,4789.18,9381
DayZ,43,October 2016,4381.30,8757
DayZ,43,September 2016,4305.78,8663
DayZ,43,August 2016,5337.31,10386
DayZ,43,July 2016,8003.11,17818
DayZ,43,June 2016,10144.38,27880
DayZ,43,May 2016,5984.87,13335
DayZ,43,April 2016,5287.04,10944
DayZ,43,March 2016,5993.36,13218
DayZ,43,February 2016,7260.46,13983
DayZ,43,January 2016,8329.42,16423
DayZ,43,December 2015,7440.46,17740
DayZ,43,November 2015,4378.75,9325
DayZ,43,October 2015,5521.26,11606
DayZ,43,September 2015,6889.60,13017
DayZ,43,August 2015,8835.60,23967
DayZ,43,July 2015,9016.54,15586
DayZ,43,June 2015,8800.07,21240
DayZ,43,May 2015,6524.53,13104
DayZ,43,April 2015,9274.36,25784
DayZ,43,March 2015,13846.47,29190
DayZ,43,February 2015,15007.24,29001
DayZ,43,January 2015,14447.45,29335
DayZ,43,December 2014,15307.58,29338
DayZ,43,November 2014,13324.71,28241
DayZ,43,October 2014,10708.89,20483
DayZ,43,September 2014,11731.64,26024
DayZ,43,August 2014,14872.90,26720
DayZ,43,July 2014,15121.64,30532
DayZ,43,June 2014,14518.53,31586
DayZ,43,May 2014,16855.76,33525
DayZ,43,April 2014,18665.75,36653
DayZ,43,March 2014,17548.31,35993
DayZ,43,February 2014,21764.03,40857
DayZ,43,January 2014,23093.53,42545
DayZ,43,December 2013,12471.61,45398
DayZ,43,November 2013,4.92,28
DayZ,43,October 2013,2.62,23
DayZ,43,September 2013,1.15,9
DayZ,43,August 2013,2.35,28
DayZ,43,July 2013,0.72,9
DayZ,43,June 2013,0.60,10
DayZ,43,May 2013,0.64,15
DayZ,43,April 2013,0.35,6
DayZ,43,March 2013,0.84,9
DayZ,43,February 2013,0.91,9
DayZ,43,January 2013,0.42,4
DayZ,43,December 2012,0.33,5
DayZ,43,November 2012,0.46,5
DayZ,43,October 2012,0.13,3
DayZ,43,September 2012,0.00,0
The Sims™ 4,44,Last 30 Days,28675.11,45489
The Sims™ 4,44,April 2024,28664.25,45489
The Sims™ 4,44,March 2024,28631.92,48202
The Sims™ 4,44,February 2024,28729.52,46877
The Sims™ 4,44,January 2024,32261.00,49988
The Sims™ 4,44,December 2023,29329.96,48066
The Sims™ 4,44,November 2023,25671.58,44443
The Sims™ 4,44,October 2023,24005.83,39293
The Sims™ 4,44,September 2023,23492.70,38168
The Sims™ 4,44,August 2023,26429.90,41663
The Sims™ 4,44,July 2023,29778.92,43580
The Sims™ 4,44,June 2023,26586.25,39539
The Sims™ 4,44,May 2023,25652.99,41658
The Sims™ 4,44,April 2023,28167.36,48135
The Sims™ 4,44,March 2023,28856.09,54638
The Sims™ 4,44,February 2023,29312.93,50489
The Sims™ 4,44,January 2023,31054.42,49952
The Sims™ 4,44,December 2022,28535.21,46769
The Sims™ 4,44,November 2022,30690.72,56099
The Sims™ 4,44,October 2022,28620.91,96185
The Sims™ 4,44,September 2022,12237.13,20665
The Sims™ 4,44,August 2022,16492.21,26083
The Sims™ 4,44,July 2022,17766.75,27501
The Sims™ 4,44,June 2022,14464.18,25412
The Sims™ 4,44,May 2022,13931.22,23205
The Sims™ 4,44,April 2022,12894.96,21255
The Sims™ 4,44,March 2022,13948.22,26039
The Sims™ 4,44,February 2022,17234.71,36155
The Sims™ 4,44,January 2022,16027.58,29474
The Sims™ 4,44,December 2021,12518.54,26197
The Sims™ 4,44,November 2021,9110.92,20420
The Sims™ 4,44,October 2021,9081.05,15280
The Sims™ 4,44,September 2021,7693.27,12087
The Sims™ 4,44,August 2021,10443.65,18454
The Sims™ 4,44,July 2021,13420.21,22754
The Sims™ 4,44,June 2021,8126.51,18445
The Sims™ 4,44,May 2021,7227.19,12478
The Sims™ 4,44,April 2021,10504.32,20572
The Sims™ 4,44,March 2021,6509.93,10572
The Sims™ 4,44,February 2021,9032.28,15331
The Sims™ 4,44,January 2021,11632.53,25297
The Sims™ 4,44,December 2020,9007.46,23562
The Sims™ 4,44,November 2020,6730.67,18495
The Sims™ 4,44,October 2020,2613.04,11250
The Sims™ 4,44,September 2020,4181.93,10614
The Sims™ 4,44,August 2020,1645.10,2291
The Sims™ 4,44,July 2020,2444.79,4279
The Sims™ 4,44,June 2020,2585.63,3793
Hero's Land,45,Last 30 Days,16638.03,30446
Hero's Land,45,April 2024,16555.55,30446
Hero's Land,45,March 2024,19066.25,36975
Hero's Land,45,February 2024,20706.96,36841
Hero's Land,45,January 2024,12809.97,23946
Hero's Land,45,December 2023,10933.80,20879
Hero's Land,45,November 2023,10577.61,23305
Hero's Land,45,October 2023,12509.52,22962
Hero's Land,45,September 2023,9661.37,19749
Hero's Land,45,August 2023,8255.38,17558
Hero's Land,45,July 2023,3840.30,7541
Hero's Land,45,June 2023,893.74,2202
Hero's Land,45,May 2023,958.66,2457
Path of Exile,46,Last 30 Days,48603.92,110093
Path of Exile,46,April 2024,52644.22,121974
Path of Exile,46,March 2024,17390.26,187416
Path of Exile,46,February 2024,19361.41,38693
Path of Exile,46,January 2024,46948.61,93689
Path of Exile,46,December 2023,60265.17,167593
Path of Exile,46,November 2023,13507.42,27445
Path of Exile,46,October 2023,23261.93,49133
Path of Exile,46,September 2023,47165.95,89607
Path of Exile,46,August 2023,41182.81,165243
Path of Exile,46,July 2023,13257.09,20229
Path of Exile,46,June 2023,16930.66,27340
Path of Exile,46,May 2023,36927.93,79261
Path of Exile,46,April 2023,68488.55,209526
Path of Exile,46,March 2023,14530.27,20743
Path of Exile,46,February 2023,21205.91,35314
Path of Exile,46,January 2023,35555.87,61685
Path of Exile,46,December 2022,40287.74,127169
Path of Exile,46,November 2022,7617.36,22330
Path of Exile,46,October 2022,11637.62,28030
Path of Exile,46,September 2022,29384.50,60837
Path of Exile,46,August 2022,28300.56,151145
Path of Exile,46,July 2022,12396.87,25422
Path of Exile,46,June 2022,28234.85,55119
Path of Exile,46,May 2022,34415.62,131010
Path of Exile,46,April 2022,9770.71,21433
Path of Exile,46,March 2022,21029.75,40699
Path of Exile,46,February 2022,48632.97,158140
Path of Exile,46,January 2022,8299.10,19478
Path of Exile,46,December 2021,16595.37,44935
Path of Exile,46,November 2021,36272.80,77811
Path of Exile,46,October 2021,25924.34,148447
Path of Exile,46,September 2021,14356.77,28338
Path of Exile,46,August 2021,29790.83,64671
Path of Exile,46,July 2021,19382.86,116106
Path of Exile,46,June 2021,13292.76,28019
Path of Exile,46,May 2021,39555.23,92312
Path of Exile,46,April 2021,44080.69,155138
Path of Exile,46,March 2021,20261.83,43963
Path of Exile,46,February 2021,46919.90,90539
Path of Exile,46,January 2021,47685.61,157091
Path of Exile,46,December 2020,12697.63,36730
Path of Exile,46,November 2020,17842.89,37936
Path of Exile,46,October 2020,38437.27,75814
Path of Exile,46,September 2020,32050.11,121595
Path of Exile,46,August 2020,18829.49,38067
Path of Exile,46,July 2020,34840.90,64732
Path of Exile,46,June 2020,30079.25,125432
Path of Exile,46,May 2020,18854.30,39620
Path of Exile,46,April 2020,39235.06,73985
Path of Exile,46,March 2020,42332.85,132508
Path of Exile,46,February 2020,17581.66,41010
Path of Exile,46,January 2020,39978.76,84600
Path of Exile,46,December 2019,41688.04,117757
Path of Exile,46,November 2019,12076.74,24832
Path of Exile,46,October 2019,14907.46,31634
Path of Exile,46,September 2019,25260.17,74653
Path of Exile,46,August 2019,10943.65,25500
Path of Exile,46,July 2019,26414.26,53530
Path of Exile,46,June 2019,48491.09,113258
Path of Exile,46,May 2019,13104.09,33842
Path of Exile,46,April 2019,18953.84,40773
Path of Exile,46,March 2019,35984.73,111114
Path of Exile,46,February 2019,14212.75,33488
Path of Exile,46,January 2019,36766.27,77233
Path of Exile,46,December 2018,51321.88,123462
Path of Exile,46,November 2018,14546.23,27484
Path of Exile,46,October 2018,19520.61,39108
Path of Exile,46,September 2018,36108.86,75484
Path of Exile,46,August 2018,13004.31,75364
Path of Exile,46,July 2018,19985.68,42784
Path of Exile,46,June 2018,42051.05,95824
Path of Exile,46,May 2018,15657.00,42316
Path of Exile,46,April 2018,21416.57,45570
Path of Exile,46,March 2018,36504.62,81781
Path of Exile,46,February 2018,12815.64,27843
Path of Exile,46,January 2018,26181.87,51656
Path of Exile,46,December 2017,30957.38,70314
Path of Exile,46,November 2017,10933.53,28475
Path of Exile,46,October 2017,14870.82,31448
Path of Exile,46,September 2017,28679.63,60597
Path of Exile,46,August 2017,46477.36,98110
Path of Exile,46,July 2017,9032.20,17660
Path of Exile,46,June 2017,10099.82,18274
Path of Exile,46,May 2017,10923.39,19390
Path of Exile,46,April 2017,17342.30,34829
Path of Exile,46,March 2017,28219.33,65200
Path of Exile,46,February 2017,10793.92,18905
Path of Exile,46,January 2017,16478.72,30442
Path of Exile,46,December 2016,23766.00,46807
Path of Exile,46,November 2016,8549.98,15690
Path of Exile,46,October 2016,11993.74,23384
Path of Exile,46,September 2016,16543.96,33220
Path of Exile,46,August 2016,5043.76,8356
Path of Exile,46,July 2016,7425.06,13960
Path of Exile,46,June 2016,11733.93,26111
Path of Exile,46,May 2016,5700.75,11266
Path of Exile,46,April 2016,10619.47,22159
Path of Exile,46,March 2016,16752.61,37266
Path of Exile,46,February 2016,5953.71,10241
Path of Exile,46,January 2016,9702.54,18744
Path of Exile,46,December 2015,9699.81,22345
Path of Exile,46,November 2015,4745.88,10025
Path of Exile,46,October 2015,5819.86,11805
Path of Exile,46,September 2015,5676.56,10759
Path of Exile,46,August 2015,11254.87,23239
Path of Exile,46,July 2015,13529.23,32284
Path of Exile,46,June 2015,4032.39,6689
Path of Exile,46,May 2015,5417.41,9818
Path of Exile,46,April 2015,5249.50,9761
Path of Exile,46,March 2015,4873.11,9857
Path of Exile,46,February 2015,5473.61,9982
Path of Exile,46,January 2015,7171.77,12184
Path of Exile,46,December 2014,6516.11,13689
Path of Exile,46,November 2014,4336.33,8257
Path of Exile,46,October 2014,5839.72,10832
Path of Exile,46,September 2014,9192.63,19303
Path of Exile,46,August 2014,7828.96,24493
Path of Exile,46,July 2014,4137.70,6922
Path of Exile,46,June 2014,3900.81,6713
Path of Exile,46,May 2014,4485.12,8630
Path of Exile,46,April 2014,5785.36,10266
Path of Exile,46,March 2014,8593.97,19489
Path of Exile,46,February 2014,6003.51,11782
Path of Exile,46,January 2014,8356.92,15468
Path of Exile,46,December 2013,10365.44,19838
Path of Exile,46,November 2013,16265.71,32066
Path of Exile,46,October 2013,19346.91,34371
Limbus Company,47,Last 30 Days,8827.97,38433
Limbus Company,47,April 2024,7955.98,28838
Limbus Company,47,March 2024,6846.50,26612
Limbus Company,47,February 2024,7779.76,35423
Limbus Company,47,January 2024,6928.82,28314
Limbus Company,47,December 2023,6399.75,19047
Limbus Company,47,November 2023,4514.79,22235
Limbus Company,47,October 2023,3592.56,13140
Limbus Company,47,September 2023,4666.70,14716
Limbus Company,47,August 2023,4311.70,12717
Limbus Company,47,July 2023,7358.61,29291
Limbus Company,47,June 2023,6659.80,25771
Limbus Company,47,May 2023,4997.14,16297
Limbus Company,47,April 2023,8749.61,30073
Limbus Company,47,March 2023,8409.11,20018
VRChat,48,Last 30 Days,24887.22,43644
VRChat,48,April 2024,24940.98,43644
VRChat,48,March 2024,24858.38,43959
VRChat,48,February 2024,24120.79,42445
VRChat,48,January 2024,24131.10,51321
VRChat,48,December 2023,22657.10,37639
VRChat,48,November 2023,21934.46,38408
VRChat,48,October 2023,21762.68,38233
VRChat,48,September 2023,21303.57,37260
VRChat,48,August 2023,22394.87,37420
VRChat,48,July 2023,23660.59,38319
VRChat,48,June 2023,22618.23,38296
VRChat,48,May 2023,21394.01,36871
VRChat,48,April 2023,21843.74,37292
VRChat,48,March 2023,20845.21,37662
VRChat,48,February 2023,21412.25,37972
VRChat,48,January 2023,22346.65,46509
VRChat,48,December 2022,20791.03,34802
VRChat,48,November 2022,19054.19,33743
VRChat,48,October 2022,19367.41,32984
VRChat,48,September 2022,19103.04,33003
VRChat,48,August 2022,20210.16,32322
VRChat,48,July 2022,22746.29,36039
VRChat,48,June 2022,22157.69,36636
VRChat,48,May 2022,21611.19,36758
VRChat,48,April 2022,22222.30,38176
VRChat,48,March 2022,21073.83,36921
VRChat,48,February 2022,21263.49,35815
VRChat,48,January 2022,21096.37,42564
VRChat,48,December 2021,17798.75,28981
VRChat,48,November 2021,16615.32,29072
VRChat,48,October 2021,16100.41,28621
VRChat,48,September 2021,15274.20,26175
VRChat,48,August 2021,16353.51,26106
VRChat,48,July 2021,15228.66,23746
VRChat,48,June 2021,14327.89,23598
VRChat,48,May 2021,14663.24,24149
VRChat,48,April 2021,14977.49,25744
VRChat,48,March 2021,14577.21,25572
VRChat,48,February 2021,14662.89,24673
VRChat,48,January 2021,14910.12,26251
VRChat,48,December 2020,12744.08,20742
VRChat,48,November 2020,11845.63,19368
VRChat,48,October 2020,10093.03,17812
VRChat,48,September 2020,10372.42,16508
VRChat,48,August 2020,11442.02,17514
VRChat,48,July 2020,11113.71,16634
VRChat,48,June 2020,11183.39,15781
VRChat,48,May 2020,11776.19,17025
VRChat,48,April 2020,11728.97,16404
VRChat,48,March 2020,9466.15,14931
VRChat,48,February 2020,7979.70,12178
VRChat,48,January 2020,7972.94,14444
VRChat,48,December 2019,7346.60,11163
VRChat,48,November 2019,6878.56,10701
VRChat,48,October 2019,6891.86,10521
VRChat,48,September 2019,6422.70,10514
VRChat,48,August 2019,6186.85,8667
VRChat,48,July 2019,6509.16,28596
VRChat,48,June 2019,5913.60,8603
VRChat,48,May 2019,5756.57,8726
VRChat,48,April 2019,5857.73,9106
VRChat,48,March 2019,6375.02,9969
VRChat,48,February 2019,6407.04,9627
VRChat,48,January 2019,7185.21,10908
VRChat,48,December 2018,5976.02,9030
VRChat,48,November 2018,6142.40,9068
VRChat,48,October 2018,6422.35,9370
VRChat,48,September 2018,5838.62,8727
VRChat,48,August 2018,5968.44,8989
VRChat,48,July 2018,5962.07,7785
VRChat,48,June 2018,5768.48,7773
VRChat,48,May 2018,5377.61,7961
VRChat,48,April 2018,5106.54,8089
VRChat,48,March 2018,5417.43,9102
VRChat,48,February 2018,6209.01,10157
VRChat,48,January 2018,9223.35,20212
VRChat,48,December 2017,1745.45,6433
VRChat,48,November 2017,301.22,724
VRChat,48,October 2017,130.06,315
VRChat,48,September 2017,52.58,138
VRChat,48,August 2017,30.66,83
VRChat,48,July 2017,24.32,64
VRChat,48,June 2017,20.17,55
VRChat,48,May 2017,21.14,61
VRChat,48,April 2017,22.26,54
VRChat,48,March 2017,26.50,82
VRChat,48,February 2017,46.24,109
VRChat,48,January 2017,1.14,8
Battlefield™ V,49,Last 30 Days,11691.89,36387
Battlefield™ V,49,April 2024,11589.88,36387
Battlefield™ V,49,March 2024,17102.92,53888
Battlefield™ V,49,February 2024,23496.17,61890
Battlefield™ V,49,January 2024,21115.37,69779
Battlefield™ V,49,December 2023,26433.51,105302
Battlefield™ V,49,November 2023,16362.42,114017
Battlefield™ V,49,October 2023,9442.27,33873
Battlefield™ V,49,September 2023,6690.50,18251
Battlefield™ V,49,August 2023,8048.49,18394
Battlefield™ V,49,July 2023,7957.69,18119
Battlefield™ V,49,June 2023,7014.27,18652
Battlefield™ V,49,May 2023,6946.17,20687
Battlefield™ V,49,April 2023,7832.90,22913
Battlefield™ V,49,March 2023,8069.28,25772
Battlefield™ V,49,February 2023,12648.38,36147
Battlefield™ V,49,January 2023,16960.70,43258
Battlefield™ V,49,December 2022,16515.50,54688
Battlefield™ V,49,November 2022,10841.67,59133
Battlefield™ V,49,October 2022,7111.35,21189
Battlefield™ V,49,September 2022,7766.44,24149
Battlefield™ V,49,August 2022,8192.55,19327
Battlefield™ V,49,July 2022,8656.44,19760
Battlefield™ V,49,June 2022,7932.54,19293
Battlefield™ V,49,May 2022,7133.88,19553
Battlefield™ V,49,April 2022,9277.55,27527
Battlefield™ V,49,March 2022,11044.94,31411
Battlefield™ V,49,February 2022,13337.07,32828
Battlefield™ V,49,January 2022,10937.76,26510
Battlefield™ V,49,December 2021,9345.83,28400
Battlefield™ V,49,November 2021,13352.56,44711
Battlefield™ V,49,October 2021,27361.64,86998
Battlefield™ V,49,September 2021,27266.28,89814
Battlefield™ V,49,August 2021,11544.45,75655
Battlefield™ V,49,July 2021,9910.21,30745
Battlefield™ V,49,June 2021,8557.19,27420
Battlefield™ V,49,May 2021,4895.26,14233
Battlefield™ V,49,April 2021,6020.52,22890
Battlefield™ V,49,March 2021,4295.72,12451
Battlefield™ V,49,February 2021,6668.92,18721
Battlefield™ V,49,January 2021,3132.80,7152
Battlefield™ V,49,December 2020,2557.90,7021
Battlefield™ V,49,November 2020,1915.89,7047
Battlefield™ V,49,October 2020,2278.78,6161
Battlefield™ V,49,September 2020,1822.44,4411
Battlefield™ V,49,August 2020,2284.05,8860
Battlefield™ V,49,July 2020,939.91,2180
Battlefield™ V,49,June 2020,1163.34,2034
Cyberpunk 2077,52,Last 30 Days,25066.81,53453
Cyberpunk 2077,52,April 2024,25688.06,53453
Cyberpunk 2077,52,March 2024,25764.30,48570
Cyberpunk 2077,52,February 2024,29303.43,54610
Cyberpunk 2077,52,January 2024,38653.51,72853
Cyberpunk 2077,52,December 2023,48632.66,88875
Cyberpunk 2077,52,November 2023,40241.12,81390
Cyberpunk 2077,52,October 2023,94909.27,273990
Cyberpunk 2077,52,September 2023,57259.74,258880
Cyberpunk 2077,52,August 2023,16461.41,32080
Cyberpunk 2077,52,July 2023,18886.12,31956
Cyberpunk 2077,52,June 2023,14736.68,30953
Cyberpunk 2077,52,May 2023,11877.68,22434
Cyberpunk 2077,52,April 2023,16091.94,31446
Cyberpunk 2077,52,March 2023,13336.98,26135
Cyberpunk 2077,52,February 2023,15201.83,29184
Cyberpunk 2077,52,January 2023,26879.91,43719
Cyberpunk 2077,52,December 2022,28087.94,45266
Cyberpunk 2077,52,November 2022,31206.98,56955
Cyberpunk 2077,52,October 2022,53194.59,118285
Cyberpunk 2077,52,September 2022,43297.11,136724
Cyberpunk 2077,52,August 2022,10411.26,18695
Cyberpunk 2077,52,July 2022,11597.00,19519
Cyberpunk 2077,52,June 2022,9989.26,18516
Cyberpunk 2077,52,May 2022,10884.86,24052
Cyberpunk 2077,52,April 2022,12442.88,23181
Cyberpunk 2077,52,March 2022,17680.72,35109
Cyberpunk 2077,52,February 2022,21975.77,59061
Cyberpunk 2077,52,January 2022,14519.69,27587
Cyberpunk 2077,52,December 2021,16773.66,30227
Cyberpunk 2077,52,November 2021,10442.22,28779
Cyberpunk 2077,52,October 2021,8003.59,16250
Cyberpunk 2077,52,September 2021,10232.70,19706
Cyberpunk 2077,52,August 2021,10432.34,21483
Cyberpunk 2077,52,July 2021,9633.97,17110
Cyberpunk 2077,52,June 2021,8864.45,15703
Cyberpunk 2077,52,May 2021,10388.37,17885
Cyberpunk 2077,52,April 2021,12994.52,25322
Cyberpunk 2077,52,March 2021,13145.84,22890
Cyberpunk 2077,52,February 2021,24704.84,47115
Cyberpunk 2077,52,January 2021,82146.66,225670
Cyberpunk 2077,52,December 2020,332395.65,830387
MIR4,53,Last 30 Days,19840.16,22538
MIR4,53,April 2024,19826.94,22538
MIR4,53,March 2024,23211.83,27239
MIR4,53,February 2024,24987.98,27161
MIR4,53,January 2024,25199.72,28347
MIR4,53,December 2023,25413.08,28173
MIR4,53,November 2023,27616.62,30909
MIR4,53,October 2023,27591.91,30175
MIR4,53,September 2023,28392.10,31457
MIR4,53,August 2023,29004.98,31720
MIR4,53,July 2023,29741.86,32735
MIR4,53,June 2023,30649.65,33494
MIR4,53,May 2023,31854.85,35412
MIR4,53,April 2023,34126.41,36980
MIR4,53,March 2023,34533.34,37948
MIR4,53,February 2023,33234.12,35786
MIR4,53,January 2023,33634.29,36794
MIR4,53,December 2022,33580.45,36365
MIR4,53,November 2022,35059.01,38436
MIR4,53,October 2022,36129.16,40859
MIR4,53,September 2022,37972.38,42531
MIR4,53,August 2022,38623.77,42832
MIR4,53,July 2022,41524.11,48150
MIR4,53,June 2022,47805.12,55895
MIR4,53,May 2022,53532.61,59697
MIR4,53,April 2022,57153.92,62099
MIR4,53,March 2022,55475.16,61468
MIR4,53,February 2022,55841.21,61535
MIR4,53,January 2022,59744.43,71226
MIR4,53,December 2021,71510.71,91672
MIR4,53,November 2021,78132.54,97125
MIR4,53,October 2021,46058.81,66095
MIR4,53,September 2021,30876.43,41962
MIR4,53,August 2021,11074.52,22147
Spacewar,54,Last 30 Days,25637.98,51889
Spacewar,54,April 2024,25642.19,51889
Spacewar,54,March 2024,29775.08,62159
Spacewar,54,February 2024,37085.66,87446
Spacewar,54,January 2024,37378.46,102634
Spacewar,54,December 2023,29663.09,60474
Spacewar,54,November 2023,24165.75,57550
Spacewar,54,October 2023,20509.06,42473
Spacewar,54,September 2023,20193.69,41234
Spacewar,54,August 2023,23350.70,39582
Spacewar,54,July 2023,20124.32,38691
Spacewar,54,June 2023,19660.11,33963
Spacewar,54,May 2023,18262.17,33943
Spacewar,54,April 2023,19680.55,39834
Spacewar,54,March 2023,23995.00,57139
Spacewar,54,February 2023,22983.38,78049
Spacewar,54,January 2023,18830.50,35633
Spacewar,54,December 2022,16709.96,31428
Spacewar,54,November 2022,16002.20,31829
Spacewar,54,October 2022,16359.76,32611
Spacewar,54,September 2022,16219.77,31939
Spacewar,54,August 2022,18724.80,30763
Spacewar,54,July 2022,18544.33,28929
Spacewar,54,June 2022,17893.88,30921
Spacewar,54,May 2022,16689.99,32850
Spacewar,54,April 2022,16756.01,33216
Spacewar,54,March 2022,16803.12,32201
Spacewar,54,February 2022,17945.08,32884
Spacewar,54,January 2022,18520.21,34217
Spacewar,54,December 2021,15665.78,28775
Spacewar,54,November 2021,15838.35,31189
Spacewar,54,October 2021,14852.17,28333
Spacewar,54,September 2021,14825.23,28043
Spacewar,54,August 2021,16633.04,27227
Spacewar,54,July 2021,15092.78,22825
Spacewar,54,June 2021,15449.07,25459
Spacewar,54,May 2021,15836.93,26923
Spacewar,54,April 2021,17715.14,30689
Spacewar,54,March 2021,19260.90,34226
Spacewar,54,February 2021,19606.76,36053
Spacewar,54,January 2021,16676.54,29117
Spacewar,54,December 2020,13666.26,25010
Spacewar,54,November 2020,19592.46,35455
Spacewar,54,October 2020,17602.61,32477
Spacewar,54,September 2020,10335.49,22888
Spacewar,54,August 2020,9841.67,15392
Spacewar,54,July 2020,7971.55,12609
Spacewar,54,June 2020,9079.32,15223
Spacewar,54,May 2020,11445.51,19955
Spacewar,54,April 2020,11576.23,19091
Spacewar,54,March 2020,9242.33,17518
Spacewar,54,February 2020,7725.09,14278
Spacewar,54,January 2020,7092.61,12560
Spacewar,54,December 2019,6195.76,11746
Spacewar,54,November 2019,5660.16,11035
Spacewar,54,October 2019,5611.38,11501
Spacewar,54,September 2019,6451.33,14359
Spacewar,54,August 2019,8445.20,16151
Spacewar,54,July 2019,7125.96,11918
Spacewar,54,June 2019,6971.55,11891
Spacewar,54,May 2019,6685.32,12894
Spacewar,54,April 2019,6982.03,14612
Spacewar,54,March 2019,7360.83,14496
Spacewar,54,February 2019,7525.59,15401
Spacewar,54,January 2019,8288.39,15531
Spacewar,54,December 2018,6788.12,13245
Spacewar,54,November 2018,6429.67,13375
Spacewar,54,October 2018,6298.89,13040
Spacewar,54,September 2018,6483.12,12799
Spacewar,54,August 2018,7737.67,12609
Spacewar,54,July 2018,7941.72,13795
Spacewar,54,June 2018,9089.62,18644
Spacewar,54,May 2018,10050.74,22767
